time,Volume,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evapouration,Rain,Lake Level,Surface Area,Black Ice,Snow,White Ice,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,LakeNumber,Max dT/dz
2009-05-24 24:00:00,  514397.970323,     286.337831,     340.742019,       0.000000,     -52.359477,       0.000000,      24.610550,      38.974552,       0.000000,       0.000000,       0.000000,      14.146197,       9.768197,      14.146197,809068569.927544,-128437797.817414,46241451.240079,-142166886.528844,       0.000000,  -78691.457084,       0.118090
2009-05-25 24:00:00,  514210.418031,     269.077068,     320.201711,       0.000000,    -131.538528,       0.000000,      24.605910,      38.967204,       0.000000,       0.000000,       0.000000,      13.816894,       9.846912,      13.816894,612901610.947115,-322664009.859934,46890171.994444,-161040637.650898,       0.000000,  -87009.558081,       0.068030
2009-05-26 24:00:00,  514125.510230,     255.045817,     303.504522,       0.000000,     -35.137953,       0.000000,      24.603809,      38.963878,       0.000000,       0.000000,       0.000000,      14.062237,       9.869983,      14.062237,416844154.343652,-86193397.967392, 9279991.556680,-118225586.267585,       0.000000, -190659.572457,       0.054810
2009-05-27 24:00:00,  514432.193802,     265.578430,     316.038332,       0.000000,     -31.814477,     376.135346,      24.611397,      38.975893,       0.000000,       0.000000,       0.000000,      13.680053,       9.904535,      13.680053,146779553.232556,-78040912.908853,-59351824.159625,-146029210.801208,       0.432684, -150331.877550,       0.076365
2009-05-28 24:00:00,  514350.273500,     278.545410,     331.469038,       0.000000,     -27.959930,       0.000000,      24.609370,      38.972684,       0.000000,       0.000000,       0.000000,      13.829409,       9.938424,      13.829409,523917007.935491,-68585708.973453,-3564839.273924,-128776420.781928,       0.000000, -202860.946478,       0.085779
2009-05-29 24:00:00,  514211.982177,     283.940163,     337.888794,       0.000000,     -81.318308,       0.000000,      24.605949,      38.967266,       0.000000,       0.000000,       0.000000,      14.005978,       9.970047,      14.005978,728290250.415773,-199473810.231707,80014274.141150,-133696264.252084,       0.123590, -309234.035605,       0.085779
2009-05-30 24:00:00,  514117.525981,     281.456864,     334.933668,       0.000000,     -88.994419,      49.488527,      24.603612,      38.963565,       0.000000,       0.000000,       0.000000,      14.329194,       9.996799,      14.329194,684054582.237638,-218303309.832995,60266731.587521,-151893554.018649,       0.000000, -112985.967150,       0.104749
2009-05-31 24:00:00,  513975.675207,     260.134745,     309.560347,       0.000000,     -98.986566,       9.896745,      24.600102,      38.958007,       0.000000,       0.000000,       0.000000,      14.493676,      10.017859,      14.493676,1040802134.617091,-242814046.783183,45696900.662636,-245544869.789642,       0.000000, -386388.207896,       0.104749
2009-06-01 24:00:00,  513897.283010,     260.416104,     309.895164,       0.000000,     -37.852442,       9.895243,      24.598156,      38.954925,       0.000000,       0.000000,       0.000000,      14.756568,      10.044013,      14.756568,796264089.271464,-92852040.416116,74867353.017116,-127057510.063030,       0.000000,      12.490901,       0.082544
2009-06-02 24:00:00,  513805.584196,     259.046008,     308.264750,       0.000000,     -41.094170,       0.000000,      24.595879,      38.951319,       0.000000,       0.000000,       0.000000,      14.983817,      10.049508,      14.983817,440198334.409659,-100803999.881931,-28064770.556273,-212840128.047003,       0.000000,       2.624250,       0.082544
2009-06-03 24:00:00,  513666.219142,     242.091070,     288.088373,       0.000000,     -90.311056,       0.000000,      24.592418,      38.945838,       0.000000,       0.000000,       0.000000,      15.269487,      10.068830,      15.269487,1024422830.352544,-221533020.236190,-31558567.060136,-285269794.198113,       0.000000,       0.732013,       0.082544
2009-06-04 24:00:00,  513555.193355,     242.996312,     289.165611,       0.000000,     -62.725266,       0.000000,      24.589661,      38.941471,       0.000000,       0.000000,       0.000000,      15.332417,      10.076495,      15.332417,722058458.085860,-153865077.912397, 3258925.625519,-206409811.914205,       0.123740,       0.461600,       0.082544
2009-06-05 24:00:00,  513413.482672,     237.650491,     282.804084,       0.000000,     -93.372229,       0.000000,      24.586141,      38.935898,       0.000000,       0.000000,       0.000000,      15.721360,      10.095675,      15.721360,948449753.816599,-229042077.295293,75137427.298155,-153879945.381737,       0.123715,       1.852216,       0.056557
2009-06-06 24:00:00,  513265.483240,     242.237866,     288.263061,       0.000000,    -108.485384,       9.888979,      24.582466,      38.930078,       0.000000,       0.000000,       0.000000,      15.275862,      10.116522,      15.275862,237315973.590468,-266114646.809275,-78288313.757986,-157169543.780355,       0.123848,       1.986657,       0.056557
2009-06-07 24:00:00,  513273.833584,     252.024266,     299.908877,       0.000000,     -54.407306,     108.771557,      24.582673,      38.930406,       0.000000,       0.000000,       0.000000,      15.458814,      10.136419,      15.458814,594331101.137291,-133461121.119118,-32413559.008188,-174854382.977711,       2.043378,       0.562477,       0.056557
2009-06-08 24:00:00,  514458.971558,     412.949381,     491.409763,       0.000000,     -26.392425,    1246.170285,      24.612059,      38.976942,       0.000000,       0.000000,       0.000000,      15.442885,      10.157965,      15.442885,313835707.124599,-64740619.314906,-14540800.908841,-102947472.703408,       0.123839, -214947.278414,       0.056557
2009-06-09 24:00:00,  514304.493712,     538.863650,     641.247743,       0.000000,     -50.231996,       0.000000,      24.608237,      38.970890,       0.000000,       0.000000,       0.000000,      15.896999,      10.168474,      15.896999,725663674.439227,-123219085.786789,-26482456.104964,-159332101.129628,       0.000000, -271884.845288,       0.061963
2009-06-10 24:00:00,  514176.821741,     407.077541,     484.422274,       0.000000,     -48.521116,       0.000000,      24.605079,      38.965888,       0.000000,       0.000000,       0.000000,      16.849380,      10.175014,      16.849380,918755889.196727,-119022298.369385, -745098.704906,-187261100.724779,       0.123847, -169603.557267,       0.052031
2009-06-11 24:00:00,  514056.143775,     287.964820,     342.678136,       0.000000,     -63.588699,       0.000000,      24.602093,      38.961160,       0.000000,       0.000000,       0.000000,      16.628743,      10.184088,      16.628743,807574647.204197,-155983078.588362,20751451.076169,-154802937.027621,       0.123854, -266889.442224,       0.052129
2009-06-12 24:00:00,  514002.959905,     261.260181,     310.899615,       0.000000,     -43.000949,      39.584087,      24.600777,      38.959076,       0.000000,       0.000000,       0.000000,      17.179561,      10.188841,      17.179561,813494212.617564,-105481328.653254, 7020895.415917,-176887886.104405,       0.000000,-1076085.907883,       0.079924
2009-06-13 24:00:00,  514119.549995,     260.856492,     310.419225,       0.000000,     -37.772647,     197.927470,      24.603662,      38.963644,       0.000000,       0.000000,       0.000000,      17.871757,      10.193455,      17.871757,687883234.995372,-92656303.599665,-6568271.064838,-179566885.573804,       0.247781, -137803.975458,       0.052067
2009-06-14 24:00:00,  514023.478051,     262.997267,     312.966748,       0.000000,     -44.439789,       0.000000,      24.601285,      38.959880,       0.000000,       0.000000,       0.000000,      18.642593,      10.197758,      18.642593,993610944.790176,-109010803.275973,17073535.006196,-172924932.846132,       0.309652, -745874.506303,       0.052046
2009-06-15 24:00:00,  513908.100888,     252.586984,     300.578511,       0.000000,     -65.004906,       0.000000,      24.598425,      38.955350,       0.000000,       0.000000,       0.000000,      19.191134,      10.203798,      19.191134,905203174.767930,-159457034.098296,47407638.439106,-139841111.795690,       0.000000,       2.798709,       0.052040
2009-06-16 24:00:00,  513747.990190,     242.445827,     288.510534,       0.000000,    -120.216191,       9.893436,      24.594449,      38.949053,       0.000000,       0.000000,       0.000000,      18.397401,      10.228163,      18.397401,436084638.035851,-294890317.259262,20515419.326489,-146410489.740258,       0.805579,       1.597472,       0.052033
2009-06-17 24:00:00,  513841.836877,     233.674766,     278.072972,       0.000000,     -24.574305,     158.297345,      24.596779,      38.952744,       0.000000,       0.000000,       0.000000,      19.426000,      10.232632,      19.426000,688040027.190093,-60280769.269643,-1542874.919990,-152987445.070485,       0.929289,       2.309553,       0.056528
2009-06-18 24:00:00,  515976.212715,     222.665066,     264.971429,       0.000000,     -19.231570,    2118.143446,      24.649595,      39.036387,       0.000000,       0.000000,       0.000000,      19.186462,      10.251586,      19.186462,740933377.877629,-47175042.043552,71377900.741087,-114089385.455969,       0.991140,  -35106.576014,       0.090254
2009-06-19 24:00:00,  516032.574831,     621.314070,     739.363743,       0.000000,      -0.119884,     168.571058,      24.650990,      39.038595,       0.000000,       0.000000,       0.000000,      19.163099,      10.268188,      19.163099,583265921.915016, -294076.417126,78796429.239948,-81157766.146652,       0.371820, -150759.502412,       0.087237
2009-06-20 24:00:00,  515832.808623,     902.795400,    1074.326526,       0.000000,     -27.269390,       0.000000,      24.646048,      39.030768,       0.000000,       0.000000,       0.000000,      20.774197,      10.277545,      20.774197,908084564.233656,-66891813.281930,86670114.702792,-84068661.392769,       0.185841, -650876.879384,       0.087196
2009-06-21 24:00:00,  515688.414022,     595.208848,     708.298529,       0.000000,     -30.228119,       0.000000,      24.642475,      39.025111,       0.000000,       0.000000,       0.000000,      21.064892,      10.281347,      21.064892,427009550.412447,-74149577.018382,52364953.070241,-36832728.976339,       0.000000, -111212.363139,       0.051902
2009-06-22 24:00:00,  515647.539376,     375.504168,     446.849960,       0.000000,     -10.230450,      39.649307,      24.641464,      39.023510,       0.000000,       0.000000,       0.000000,      21.798595,      10.284438,      21.798595,742588464.659249,-25095294.544101,35552710.073511,-85405415.962691,       0.000000, -461293.133637,       0.061819
2009-06-23 24:00:00,  515567.066875,     311.097423,     370.205933,       0.000000,     -20.625399,       0.000000,      24.639473,      39.020357,       0.000000,       0.000000,       0.000000,      22.919639,      10.287415,      22.919639,937729324.134412,-50594103.314956,73333822.119512,-266034383.863598,       0.123894, -297429.714085,       0.146188
2009-06-24 24:00:00,  515470.140288,     267.009691,     317.741532,       0.000000,     -44.593565,       0.000000,      24.637075,      39.016559,       0.000000,       0.000000,       0.000000,      24.177895,      10.290535,      24.177895,865944769.017183,-109388014.009811,41336331.395344,-256370262.306694,       0.123901,-3223810.118307,       0.067607
2009-06-25 24:00:00,  515372.144048,     245.528543,     292.178966,       0.000000,     -49.561159,       0.000000,      24.634651,      39.012720,       0.000000,       0.000000,       0.000000,      23.766850,      10.295130,      23.766850,776193079.099299,-121573522.905080,27124914.230083,-129362987.393546,       0.000000, -251774.332809,       0.091269
2009-06-26 24:00:00,  515235.142689,     234.078455,     278.553361,       0.000000,     -89.299853,       0.000000,      24.631262,      39.007352,       0.000000,       0.000000,       0.000000,      24.799112,      10.298101,      24.799112,945722176.425512,-219052538.801487,-2464205.001218,-249970500.748206,       0.000000, -171181.153998,       0.091096
2009-06-27 24:00:00,  515029.210867,     219.900408,     261.681486,       0.000000,    -158.399280,       0.000000,      24.626167,      38.999284,       0.000000,       0.000000,       0.000000,      23.236058,      10.310189,      23.236058,481411187.725082,-388553434.345397, 4712406.938339,-178579316.248159,       0.000000,  -45380.011598,       0.081568
2009-06-28 24:00:00,  514670.302548,     219.435554,     261.128309,       0.000000,    -306.015304,       0.000000,      24.617287,      38.985222,       0.000000,       0.000000,       0.000000,      22.331342,      10.330637,      22.331342,974771183.061605,-750655540.481052,-39252758.170385,-313832959.972983,       0.000000,  -37182.512770,       0.063532
2009-06-29 24:00:00,  514391.294841,     236.145832,     281.013540,       0.000000,    -225.800352,       0.000000,      24.610385,      38.974291,       0.000000,       0.000000,       0.000000,      21.786264,      10.344346,      21.786264,626656094.205104,-553888263.488725,-100543080.802515,-282726708.581175,       0.000000, -172907.226230,       0.086347
2009-06-30 24:00:00,  514187.188170,     233.479038,     277.840055,       0.000000,    -173.814109,      19.795861,      24.605335,      38.966294,       0.000000,       0.000000,       0.000000,      21.114729,      10.353795,      21.114729,254111746.399740,-426366009.226152,-161346981.564715,-212811328.574022,       0.000000, -103935.709368,       0.292025
2009-07-01 24:00:00,  513996.826615,     221.246038,     263.282785,       0.000000,    -142.978184,       0.000000,      24.600626,      38.958836,       0.000000,       0.000000,       0.000000,      20.628483,      10.361488,      20.628483,313590659.004976,-350725486.180813,-153758540.728952,-257988726.057596,       0.000000, -380553.755842,       0.294328
2009-07-02 24:00:00,  513854.333272,     221.160407,     263.180884,       0.000000,     -97.109570,       0.000000,      24.597089,      38.953236,       0.000000,       0.000000,       0.000000,      20.445326,      10.367931,      20.445326,405232278.918446,-238209775.167618,-69112500.044599,-237224820.617222,       0.000000,       6.592981,       0.291444
2009-07-03 24:00:00,  513751.166330,     220.903514,     262.875182,       0.000000,     -59.195683,       0.000000,      24.594527,      38.949178,       0.000000,       0.000000,       0.000000,      21.664763,      10.372491,      21.664763,802249777.217474,-145207011.074333,-17652637.502177,-209611935.756212,       0.000000,      60.538722,       0.087195
2009-07-04 24:00:00,  513650.862461,     215.802353,     256.804800,       0.000000,     -57.357791,       0.000000,      24.592037,      38.945234,       0.000000,       0.000000,       0.000000,      21.107199,      10.375501,      21.107199,481468886.122537,-140698662.385581,-18647963.258491,-127876445.663939,       0.000000,       4.012214,       0.087195
2009-07-05 24:00:00,  513505.576210,     213.465850,     254.024361,       0.000000,    -101.282838,       0.000000,      24.588429,      38.939520,       0.000000,       0.000000,       0.000000,      21.656265,      10.379130,      21.656265,1051958912.545674,-248446802.503438, 3094105.008912,-209589427.111063,       0.000000,       5.231272,       0.066404
2009-07-06 24:00:00,  513322.980558,     212.242550,     252.568635,       0.000000,    -137.566985,       0.000000,      24.583894,      38.932339,       0.000000,       0.000000,       0.000000,      22.381869,      10.383650,      22.381869,1032791383.472666,-337451814.638966, 8492047.166667,-218940270.120383,       0.000000,      12.657687,       0.055439
2009-07-07 24:00:00,  513223.961397,     210.652260,     250.676189,       0.000000,     -86.701428,      29.664336,      24.581435,      38.928445,       0.000000,       0.000000,       0.000000,      22.518404,      10.386402,      22.518404,733900297.539004,-212678603.277253,-18964489.624531,-198140397.306109,       0.000000,       1.647270,       0.065521
2009-07-08 24:00:00,  513123.507029,     209.477892,     249.278691,       0.000000,    -108.071008,      49.436115,      24.578940,      38.924494,       0.000000,       0.000000,       0.000000,      21.729717,      10.390442,      21.729717,301940028.939484,-265098181.687518,-85044968.553849,-230586283.430054,       0.000000,       5.529845,       0.057514
2009-07-09 24:00:00,  512989.537162,     199.936152,     237.924021,       0.000000,     -92.775677,       0.000000,      24.575613,      38.919225,       0.000000,       0.000000,       0.000000,      21.909404,      10.394849,      21.909404,751859969.977976,-227578736.489465,-25327762.852512,-223213018.931156,       0.000000,       3.122117,       0.069207
2009-07-10 24:00:00,  513032.501860,     209.673620,     249.511608,       0.000000,     -58.370997,     138.400102,      24.576680,      38.920915,       0.000000,       0.000000,       0.000000,      22.083143,      10.402782,      22.083143,593318918.467754,-143184056.010445,-5089797.628729,-105959291.233834,       0.000000,       3.019475,       0.102502
2009-07-11 24:00:00,  513475.894866,     244.415340,     290.854255,       0.000000,    -149.448310,     622.886504,      24.587691,      38.938353,       0.000000,       0.000000,       0.000000,      22.057265,      10.409604,      22.057265,949103810.998499,-366596704.803355,-1184992.226697,-215467113.889919,       0.000000,       2.045256,       0.102502
2009-07-12 24:00:00,  513313.844829,     237.271268,     282.352809,       0.000000,    -113.100226,       0.000000,      24.583667,      38.931979,       0.000000,       0.000000,       0.000000,      22.459204,      10.412258,      22.459204,878256274.162535,-277434853.748589,-25274256.567312,-267061992.063310,       0.000000,      15.917407,       0.102502
2009-07-13 24:00:00,  513168.667181,     207.985466,     247.502705,       0.000000,    -102.149936,       0.000000,      24.580062,      38.926270,       0.000000,       0.000000,       0.000000,      23.570338,      10.414425,      23.570338,991255807.641399,-250573793.326466,-29543372.255691,-317710859.849035,       0.000000,       3.994579,       0.066671
2009-07-14 24:00:00,  512922.395796,     193.244701,     229.961194,       0.000000,    -202.552699,       0.000000,      24.573946,      38.916585,       0.000000,       0.000000,       0.000000,      22.128969,      10.423048,      22.128969,518360032.456064,-496861770.242919,-55825288.981264,-219537784.132842,       0.000000,       5.827965,       0.102502
